Date,Time,User1,User2,Message,SubLabel,CBLabel
11.3.2022,16:07:40,184,185,Do not make personal attacks anywhere in Wikipedia. Comment on content; not on the contributor. Personal attacks damage the community and deter users. Nobody likes abuse. Many Wikipedians remove personal attacks on sight. Users have been blocked or banned for repeatedly engaging in them. Abusive edit summaries are particularly ill regarded. (Wikipedia No_personal_attacks) Avoid profanity (words or images that could be considered offensive by typical Wikipedia readers) (Wikipedia Profanity) ,12,0
7.11.2022,7:54:38,152,43,Don't be deliberately dense. Unless of course you're just naturally that mentally deficient. ,11,0
7.3.2020,8:45:44,78,87,You  re the one who brought up all that stuff about zero point of entropy transfer ; which we now see is irrelevant and wrong Entropy transfer (between bodies  must be understood before entropy content (as a property of a body  can be understood; because the zero-point of entropy transfer is well defined; while the zero-point of entropy content is arbitrary. In fact; it  s entropy content that  s well-defined; whereas entropy transfer is not meaningful because entropy is generally not a conserved quantity. ,12,0
19.1.2020,2:36:40,163,197,Fuck Off!!== This is a message to KimvdLinde: ``DO NOT MODIFY MY POSTS! Also; I DO NOT want you posting on my talk page!! Got that FUCKER?`` Old Posts== `,11,0
18.10.2020,1:52:35,162,62,Still pretty much non NPOV. If someone can give solid information about this group; when they were founded; their affiliations; who is involved (organizers) and as objective an outline of their goals as possible; I think I can touch this up and make a reasonable article. This group has made the news regionally in the effort against Coca Cola; which has been covered internationally; so they clearly deserve some sort of mention here. 29 June 2005 17 50 (UTC),12,0
11.11.2022,11:38:52,159,38,Don't listen to to TJive; he's an idiotic American nationalist pushing pro-American agenda and POV. Shomehow according to him Fidel Castro is a dictator while his pro-American buddy Pinoshit is not. ,11,0
3.10.2019,17:56:00,28,50,Yeah I guess. Actually; I am not really sure what happend there; and there actually no edit conflict message on my screen when I saved my edit. The servers are acting a bit strange today. I just restored the information that I added there; and hopefully nothing has been lost now. ,12,0
30.11.2022,10:30:11,25,54,Stephanie Adams  Thats fine; I have more open proxies that Wikipedia doesn't ban then you have edited articles. Why don't you actually read the information before just looking at a half naked chick; getting a hard on and thinking your going to play god.  Did you ride the small bus your whole life?,11,0
21.12.2021,22:29:19,87,171,Another thing you may like to try do you get popups on this page in Safari? I  m using that library to generate the popups. ,12,0
8.10.2020,19:42:27,168,76,Your ignorance is all too apparent now.   The term ``British & Irish`` Isles is provided for in English and in Irish Law; nowhere is the term ``British Isles`` provided for in law.  WP also follows the principle of not using terms which are not offensive; especially when the legal and factial term is largely similar and requires little extra effort to print``.  I agree it is a question of terminology and the terminology you use(without wishing to repeat myself) is wholly inappropriate and offensive not only to me but the citizens of the sovereign State of the Republic of Ireland; I know this because I speak with them; work with them and mix with them socially; just because they do not use WP does not deny the reality that many of my fellow citizens are offended by the term; not only is the terminology you use in this case inappropriate and offensive; it is legally and factually incorrect in both of the jurisdictions concerned to which you refer.   I am sorry that the links are broken and rendered unworkable. The other points you make about the reference being less concise and widely-used etc. are not only very much debatable but do not justify its' usage.   I will put my point of view across in any forum I see fit; whether that be a forum of 3 people or 3 million people is my decision and I shall not be lectured to on how to exercise my freedom of expression and speech. Sometimes ``vandalism`` is the only recourse against ignorance; stubborness and egomania.   You are making another subjective assertion; the employment of sockpuppets is a tactic widely used by ones of a higher ego and insecurity to develop and give the perception of a consensus when none; or at the least am ambiguously minor one exists and for you to have the nerve to pontificate to me about one's suitability for WP is analagous to George Galloway lecturing to Kofi Annan on political sophistication and being ``statesmanlike``.  `,11,0
7.8.2020,7:35:56,118,198,Just got your message. Thanks again; and believe me I appreciate your initial idea. If I don't get the adminship; I'd still like to work to end the problem as I said. ,12,0
13.1.2020,17:35:15,137,123,Everyone shut up i havnt been here for hours and when i return DEBATE this argument is over like that one man said ,11,1
28.7.2019,6:30:47,159,200,maybe you have it the wrong way around. ,12,0
25.2.2022,21:04:32,153,24,Hey Ryan; Fuck you faggot; how do you like those apples bitch?,11,0
7.12.2020,20:55:39,81,165,Gee; Dreambarf; visitors will come slowly; not all in one day; and EB is not liked by the great unwashed majority of Bigfoot fans; who are only one step over Wiki admins in IQ. Intelligent people in the Bigfoot field; about ten; are continually trashed on the net by losers;drop outs and good ol boyz with gunracks and six packs. WHY DON'T YOU KNOW THIS? Because you are too busy fighting off those who DO NOT LIKE YOU over at your own userpage; and the pages you started. Lots of Wiki people do not like you; dude. Not just me... lots of others. I see it; I read it. It is true. Back in 1606 or whatever; YOU would have burned Galileo. Jeff.,11,0
15.7.2019,11:26:17,39,24,I have removed that NPOV-section tag as you seem to have no argument as to what is not neutral about the presentation of the KHRP quote. I have also re-added the (quite reasonable  map caption. Please do not revert without offering a valid justification.  �  ,12,0
14.7.2022,5:57:43,43,162,WHY DID YOU REVERT MY DAMN EDIT?',11,0
28.2.2019,6:34:12,127,101,The States Parties to the present Covenant; including those having responsibility of the administration of Non Self Governing and Trust Territories; shall promote the realization of the right of self determination; and shall respect that right; in conformity with the provisions of the Charter of the United Nations. See The International Covenant on Civil and Political Rights; Adopted UN General Assembly Resolution 2200 A (XXI) of 16 December 1966 ,12,0
25.12.2021,19:27:41,1,83,Hello; I am writing this to request that you duly unblock my IP address from editing wikipedia. Unfortunately; I am stuck in a class room full of imbeciles; preventing me from editing pages for the benefit of my fellow wikipedians. Please; do not punish me for the cretinism of my peers and undue this great injustice. Vive la resistance!,11,0
14.11.2021,6:57:13,93,102,I WANT THIS REMOVED. Meg is a fuckin awesome drummer; she brings a load of unique simplicity on the drums unlike you Anti White Stripes fags who like all the bigger; faster; cooler stuff. I don't get what's wrong. So a drummer has a unique way of playing. That's great. A drummer dosen't need all this shit about his/her playing. A drummer can play anyway he/she wants to; there's no special way of playing that all drummers have to go by. So I want all this crap removed in the next 7 days. If not; I will erase it. Damn you morons. ,11,0
12.7.2021,11:30:16,123,83,which originally appeared in the London Independent is; I think; excellent in both sensitively disputing the official account of Flight 93 and highlighting the US media's reluctance to do so. I am unaware if the titular questions have been answered in the past three years; or whether the journalist's sources have since been discredited; Cberlet; as you seem confident that they have been; do please provide proof! Please note though; my point is NOT that this article should be rewritten to claim that the flight was shot down; or even that the possibility should be mentioned; simply that inserting The 9/11 commission determined that would make this article more objective in places. Does anyone think these words word make it objectionable??? ,12,0
10.8.2022,17:45:21,85,29,LOL. You are a moron.,11,0
13.7.2019,6:42:42,141,167,Or the two universities will engage in a perpetual task to dispel the confusion and to rightthe wrong; more aptly; to wrong the right; spellings as one geneation of young people after another grow up in the years to come as Chinese and pinyin become more and more popular,12,0
5.8.2019,14:02:00,95,194,Signed  I forgot to sign... HERE YA GO FUCKER!!  (NOW YOU CAN'T EDIT IT)  EAT SHIT.  ,11,0
13.10.2022,15:33:45,162,168,NIGHTSTALLION IS A CUNT ,11,0
29.8.2020,18:38:52,148,129,What else is on her? ,12,0
21.2.2020,24:06:25,165,14,Ummm... you are very narcisistic. You wrote an article about yourself.,11,0
19.10.2021,19:33:05,60,126,Anarcho capitalists use Pierre Proudhon's definition. What definition do you use? ,12,0
1.10.2021,20:16:18,57,185,and now u complain about my pictures; bloody typical of you wikipedians. I try to help and all you guys do is complain. You know what? Im going to make another article about something else. If you dont like it then I dont give a crap. ,11,0
16.4.2020,8:43:05,97,174,Hi. I helped a lot on the first round of the image tagging project. Unfortunately I've been toooo busy to help lately. But there's possibly an issue with one of the taggers currently working on the project I wanted to bring to your attention; since you're so involved with it. The description page for an image I posted some time ago showed up in my watchlist today; so I checked it out. Turns out that a previous vandal had removed my {{GFDL}} tag along with the source info. That change went unnoticed by me; so it landed in the latest list of untagged images. Today's change was putting a {{PD}} tag on it. Of course; as creator of the image I know for a fact that it is not public domain; and don't see how could have labeled it as such – {{unverified}}; perhaps; but not {{pd}}. is listed on the untagged images project page. I looked at this user's contributions; and s he is busy tagging away. But it looks to me like that user is being way too free with {{pd}}. I know for a fact that s he tagged my image {{pd}} without cause; and others look suspicious; too. I left a note on the user's talk page about my map image in particular. I don't know if you or someone else would want to review this user's tagging contributions and try to educate the user on how to do a better job. ,12,0
8.9.2021,23:52:00,82,54,No; it's not just you. Just more evidence that the current model for Wikipedia (i.e.; let any fucking idiot in to do anything they please; then wait for someone to clean up after) won't last much longer.  ,11,0
17.11.2021,11:53:47,133,135,Your suggestion of editing the article is completely workable and was working as per Wikipedia guidelines until Jayjg and SlimVirgin started deleting large relevant chunks of the article; and reverting it to what we have now; as punitive gestures. If we can all agree to concentrate on making the article better; instead of punishing each other; there is no reason the article has to be locked. I agree that we should start with an extremely innocuous definition preamble statement we can all agree on. However; a definition doesn  t do anyone any good unless it conveys some sort of information. If there were just one word that we could all agree is associated with terrorism; that would be better than no definition at all intimidate for instance. ,12,0
17.10.2022,3:17:33,110,89,Each of those battles occurred in Canada and belongs on the List of Conflicts in Canada this is one of a grouping of Lists. Reverse your reverts or I will post a vandalism claim. Cordially; ,12,0
15.2.2019,1:39:56,186,159,NPOV - I would change this crap; but metalcore is for dipshits - ,11,0
18.9.2021,21:58:04,106,77,I agree. Hardly anything worth keeping on the page of this band. ,12,0
11.11.2020,20:58:02,162,69,Jiang = Shame!  you ain't down wit Freestyle king? cuz that nigga iz mo' than U so show respect fool;,11,0
19.5.2020,20:13:24,171,146,Master Obsolete? More recently is was used as a title for boys and unmarried men; but it is now almost entirely obselete. Is this really true? All the mail I recieved as a boy was addressed to Master. and I  m only 19.,12,0
27.8.2021,18:38:33,62,75,bastard why do you hate jonathan pacheco...you dick!,11,0
21.2.2021,5:57:22,3,184,I fail to see the distinction. Who better than legal scholars to define what the law is? Moreover; my comments in re how legal scholars define the law were a response to your dubious assertion that law qua law can be defined as a decision process. That assertion has no place in the main law article. <> I disagree. The enactment of a statute falls under the topic of legislation. <> These issues are not law qua law; they are topics which should be discussed under the ambit of particular legal topics; such as statutory interpretation or contracts; or related topics; such as sociology and political science. <> Law qua law is first and foremost a body of knowledge The academic field to which you refer is the study of that body of knowledge; and should be considered as part and parcel of the discussion found in the main law article; the profession of law is the application of that body of knowledge; which should be discussed in the practice of law article. ,12,0
3.11.2022,21:35:26,77,183,Revert Again -Yes; LGagnon is well-known throughout the Wiki community for her widespread use of verbal abuse; is getting quite the record for vandalism and has in fact been blocked on numerous occasions. She also deletes any criticism from her talk page rather that leaving what was written alone. Clearly she cannot handle constructive criticism; is anger management required here? She seems to believe that because she has a community college writing diploma she is superior to others and is not required to treat others in a civilised manner. For shame; for shame. ,11,0
29.9.2020,1:51:11,179,73,I couldn't really care either way; but if we're going to place this somewhere; it might make more sense on Ashlee Simpson instead.,12,0
25.1.2021,22:53:20,176,176,WHAT THE FUCK IS YOUR PROBLEM!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! WRITING A RESPONSE ON MY TALK PAGE IS NOT VANDALISM!!!!!!!!!!!!!!!!!!!!!!!!!! LEAVE ME THE FUCK ALONE YOU FUCKING STALKERS!!!!!!!!!!!!!!,11,0
12.10.2020,9:28:35,2,122,I'd like to publicly apologize for my recent reversion/unreversion of this article. The Wiki watchlist showed me a detrimental difference that was not; apparently; really there; I reverted this difference; but then I went back to check the history to see which was the truest version to revert to. Whereupon I discovered that I was apparently mislead in the first place; so I unreverted my reversion. But if someone really knows the opening date of the Expo; could you check out the article; please? ,12,0
30.12.2020,10:20:07,189,20,Also remember the what assuming does it makes an ASS out of U and ME.,11,1
4.12.2021,20:28:16,4,162,i agree with the statements above; espically by that of Ryano. While County Dublin is no longer an adminstrative unit; having been devolved into the 3 new adminstative units that have county level status; County Dublin still refers to a geographical unit; the tradational County Dublin. Second Dublin Region is to ambiguous of a term; that could just as easly; but not wt the creent time; refer to areas that outside of the area of County Dublin but maintin strong tiesto the area; developing into a metropolitian area.  ,12,0
1.12.2019,1:07:32,89,191,SOF is junk. If it had anything of value to say about climate; the thing to do would be to add it there before discussing it here. Still; if you can remember any of the ``strong and effective arguments`` you could mention them in talk here; and we can have fun ripping them to shreds `,11,0
3.2.2021,23:15:07,132,171,It automatically creates a redirect page. However; you will still have to fix double redirects by hand.,12,0
14.6.2020,1:37:56,133,36,Niggerpuppets  Please don't trivialise meatism; specism or make presumptions of others ethinicity and please don't make personal attacks.  Thank you.  How silly do you want this thing to become?  We are certainly into Panto season here [ ... oh; yes we are ... oh; no we are not! ] Actually; the analogy is a very good one as the user Vigger pointed out.  Do you think some troll calling vegans Mr Meatpuppet is not a personal attack? ,11,0
9.8.2021,18:08:55,102,181,Thanks for experimenting with Wikipedia. Your test worked; and has now been removed. Please use Wikipedia Sandbox for any other tests you want to do; since testing material in articles will normally be removed quickly. Please see the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks ,12,0
30.5.2019,19:14:20,87,148,Congratulations! I  d received a request to weigh in on your adminship but; unfortunately it slipped my mind until just now. I see that your nomination has been successful. I would have felt terrible if it had failed. Your perspective is a sorely needed counterbalance here. ,12,0
10.2.2021,18:48:07,71,135,Under Attack`` User page has been under attack and will be protected until the vandals have stoppedSteve espinola Wow!! Fucking double speak; [wo]man. Lol! If your page was vandalised; what about the stuff you did to mine?�:-) No; I think we got a little double think going on now; which I find double plus plus bad but simultaneously double plus plus super double plus funny.  Help support and spread newspeak today! For you have already significantly adopted the other tenets of Big Brother gov'ment.  All I can say:  War is peace Slavery is freedom Vandalism is fine editorial skill  � HopeSeekr of xMule (Talk)  ``Mexican Estaban 'Steve' Espinola;`` I feel that your claims of wrongs perpetrated on you deserve documentation. Given all your talk of vandalism to your page; I think it makes sense that all the drama around your presence on Wikipedia be returned to your talk page; where it belongs. Signed; the Brooklyn Steve Espinola; user name: Sojambi Pinola new text [This was left on User:HopeSeekr of xMule's discussion page at . Basicially; he cut everything from his own page; items 1 through 20 below; and pasted it onto HopeSeekr's.] I've added my whole talk page to your talk page; as you've been creatively editing yours; I choose to creatively edit my own. Steve espinola LOL!~!!!!! ROFLMFAO!!!! OK; pay attention ``Steve``: Notice above how many people thank me for my edits? Now look below...see how many people gripe at you for yours? Hmm...I still have trouble figuring out why a single person would become your advocate but I guess every one needs an attorney no matter what the crime. Thanks for making this page even more vibrant. � HopeSeekr of xMule (Talk) Mmmmmmbo good luck!!! I think your version is great Mmmmmmbo [this was left; unsigned; by User:Steve espinola at which pretty much solidifies that this user is also User:Mmmmmmbo. Can you please explain your edits to Biff Rose? They appear to express a negative POV towards the person. -Willmcw  For willmcw I think its high time you stopped trying to rearrange my words. The information contained on the biff rose site colelcts the pertinent info. It is not a billboard for his achievements; but an overview of his career. I think records that were pressed and sold are of worth. Ones that were not around in copies more than fifty or a hundred are not. I've interviewed Rose; I know which ones sold and which ones didn't. You can beef up a discog with murky details; but it won't help the whole wiki crowd. Stop being bullheaded; and agressive; because though you've been given power through edits; you have also become that which you supposedly fight against. You are not allowing the newer versions of this piece to come to life; but instead are so closely guarding the information disseminated from within that you have become like a fascist. Terrible!!! [left unsigned by user:Steve espinola at ] Why do you delete the number of ``Carson`` appearances? Why are you deleting the name of his biggest song? What does it matter to you if the records sold 10 or 10;000 copies? Do you have some personal animus towards Rose? Please note that your personal feelings; and your personally-obtained interviews; should not be used to influence the article. It's a biography; and should present a comprehensive picture of his life. It's not a place to gain revenge on someone you don't like. -Willmcw I've copied this discussion to the talk:Biff Rose page. -Willmcw  Any info deleted was moved from prominence to more esoteric reading of it; to make the article read better; and have a decent flow. That Rose was in Time magazine once in 1965 is not of note. That he wrote a song that was covered by both Tiny Tim and David Bowie is. That that song was co written Oscar winning musician Paul Williams is important. Also of note; it should be mentioned that Rose has disavowed the Williams connection in several interviews; until in late 2004 on his own website's message board he admitted he was falsefying William's own involvement in the song. But a small 200 word blurb in time 50 years ago is not of worth. As for Rose's appearnaces on Carson; there has been no reall connection with the amount of times Rose officially appeared on the show; and how many times he taped performances. He alleges; himself; that he appeared on the show 12 times. Producerss from the Tonight show remember him being on with much less regularity. Therefore; a distinction; to leave out embrassment; would be something like; ``Rose appeared with some level of regularity on the tonight show in the end of the decade.`` Of note> Rose was banned from any more performances on the Tonight Show because he refused to cut to a commercial break during his last performance; reciting a poem he often claimed as his own; which in fact was a poem by Paul Newman's uncle; Joseph Newman. This was chalked up to Rose's irrascible nature. I think it is important to notice to; the anger that first rears its head here; and then seems to pop up; on the record he did in 73; and beyond; to his later self released recordings where Rose is heard calling african americans niggers; and making fun of the jewish religion; citing Hit5ler as a genius; who clearly had a vision. Willmcw is trying to keep the previous words someone else wrote about Rose being a child molester; which were clearly vandalism. I did not write that; and the anti semitic sentiments attributed to Rose are very easily found in his records and his websites. Willmcw is a vandal and works against my own edits in a nasty and un wiki fashion.Steve espinola  Greetings Greetings and welcome to wikipedia. Please excuse the rude treatment you've received from the administrator who has engaged most of your attention thus far. He has a bad habit of disregarding Wikipedia:Please do not bite the newcomers; especially where a newcomer has made edits to an article or subject he deems to be his territory. You should not let a hostile reception deter you from participating here and I hope you will stay. While editing I encourage you to review Wikipedia's policies and guidelines located here. Please make a good faith attempt at abiding by each; and if you believe that another user you have encountered is not doing so a proper recourse is to inform him/her of it. Thanks and welcome once again. Rangerdude  I don't think that this is a new user. -Willmcw A hunch that somebody's a returnee; absent clear proof; is no basis to harass him or her. Unless you have proof and are prepared to make a case of it; please assume good faith. Rangerdude  I'm not harassing anyone. I came to his talk page to ask him to not delete material from an article. The fact that he is using a different username today didn't seem like sufficient reason to call out the welcome wagon. But you go right ahead if you like. Cheers; -Willmcw  Revert warning You are in danger of violating the three revert rule. Please cease further reverts or you may be blocked from further editing. -Willmcw  REad this Willmcw; I understadn yo uare trying to avoid vandalism; but by manipulating this site into your view you promote FASCISM. MY edits are good on the subject of Biff Rose. Look at his website; research his recordings. Time magazine has written numerous articles; are these mentioned in other wiki posts... NO. So why here? As for Rose's self released recordings; I did a favor to you by listing them. Are Other performers non accesible recordings listed? NO. Do a better job editing and less of one POlicing because you stink at it. [left; unsigned; by user:Steve espinola on  Redirect The article at Biff rose is improperly-titled because it is not capitalized correctly. Please leave it as a redirect to the properly-named article. Thank you. -Willmcw  What the? Hey; why are you reverting my edits and removing the photo of Biff Rose? I found a separate article on the same topic (where you seemed to be the main author); incorporated the main points from it in an attempt to mege them. Someone later redirected it. Why are you deleting my additions? Marcuse  However much I abhor racism; anti-semitism; etc. I think that whatever Biff Rose currently espouses seems more like it should be taken with a grain of salt. Not quite the same as David Duke. I have no problem with these things outlined in his bio; but it should really not have the form as something showing a personal point of view. It seems like the way the article was; was fairly balanced; showing both old and new aspects of the artist. And let the quotes and links speak for themselves. Why did ,11,0
23.3.2020,12:53:04,121,35,EXCUSE ME PLEASE TAKE A MOMENT AND READ SOME INFO ABOUT ME BELOW AND THINK TWICE ABOUT WHAT YOU SAID ABOUT ME!!!== Oswald King HOMETOWN New York City; NY MEMBER SINCE DAY 1 [edit] ABOUT Mr. King The name is Oswald King don't piss me off and you will be just fine. You mess around with me I will shut you down and if you don't think I'm serious TRY ME BIATCH!!! Lived in NYC all my life been almost all over the world. just remember you don't mess with me I don't mess with you feel free to email anytime any day this is my email > oswald_king24@yahoo.com < OSWALD KING Retrieved from http //en.wikipedia.org/wiki/User Oswald_King ,11,0
23.8.2021,13:16:36,149,74,Fatal error Call to a member function on a non-object what do i do??!! i really need some help,12,0
9.5.2020,13:43:53,57,68,SAID GO FUCK YOURSELF. WHY ARE YOU CHAANGING IT,11,0
27.8.2020,9:37:55,75,68,ancient egyptians i restored your link to a eurocentrist website at the Controversy_over_race_of_Ancient_Egyptians page. i think it is a valid link; though the site does say some things bordering on racism. if you feel strongly about the matter i  d encourage you to edit the page. it is currently dominated by afrocentrism (the page originated as a cut-and-paste from the afrocentrism page  and needs to move to a more NPOV - ,12,0
2.2.2020,5:46:39,80,195,Im not doing this GODDAMN!,11,0
26.12.2019,18:45:21,182,53,Sorry; I hadn't realised the deleted images problem had been fixed. The latest issue is not with the images but that the whole is not currently accessible. I've asked on IRC for this to be fixed. ,12,0
8.10.2022,25:46:07,118,121,I sincerely wish i could meet you chumps== You freaks really get my goat. Etaonsh(still stuck in 1940's Europe); Firestar(firststatr Kung Fu extraordinaire); COvenantD(typical east coast jerk); Mibhofroovvsskskkety(russkie man frozen in USSR); Samuel Luo(weird lookin crazy); and crazy ol' Tomanandaaa!(brokeback mt.! u give w.hollywood a bad name!) Hey tom; when are you going to make a real citation? your scholarship is the worst i have ever seen. stay in your hole in the public library; transient! We know you have no lives and are failures; I really can't believe how much you guys are on this site. I have been away for awhile(thanks to some good old censorship courtesy of that advocate of free speech; Fristare; kung fu chump) but you have been here night and day it appears. It's like you are writing books on the Falun Gong page alone. Freaks! Get a life! enjoy the sun; the wind; the air.,11,0
22.9.2022,25:49:48,97,119,Is it Gauss or Gauß? I still don't know; can someone with deep knowledge of German spellings please step in? ,12,0
24.11.2019,14:25:26,44,24,His name is fucking Cohen. Enough said. ,11,0
8.10.2022,17:13:29,61,76,Maybe you are interested in this page  s talk South Shetland Islands ,12,0
21.4.2022,1:57:20,187,167,MY POST ISN'T ORIGINAL RESEARCH - IT'S SIMPLE FACT! What is so difficult for you to understand - it's FACT that's the way lagalese works - position statements are part of legalese. You're saying you'd skip over the statement water is wet as original research. Quite frankly your assertion that it is original research is LUDACRIS! I don't know whether or not your intentionally mischaracterizing things; or whether you're truely this ignorant! There is a HUGE point in having this discussion - it's a refutation of avraham's assertion that the 1975 policy statement is irrelevant - but it's apparently a refutation that you don't have the knowledge of legalese to understand - which isn't my fault. I'm not going to explain to you; a third time; the legalese equivalent of water is wet The simple FACT is you're wrong - it's not my problem that you don't have a good enough education to understand why despite my explaining it to you. ,11,0
15.2.2020,15:21:39,10,159,Congratulations Hi Chris; it  s been quite a while since we last spoke; and even longer since I last visited Wikipedia. Anyway; I just wanted to check in and say hi; and congrats on your position as an Admin. How is everything going with Atter? I have long since lost the link. Please send me an email so we can get back in touch.,12,0
6.10.2019,10:33:24,43,100,I did make any extrema atack you idiot little hitler is a refernxce to petty law enforcers like you who go after people with a vindictive smugness you are a little hitler there is not other term for you; that is not an extreme attack you should take that comment on baord change your horrible bullyingh behavuour ,11,0
2.2.2019,3:20:10,186,67,you certainly are knowledgable on the topic. But can you not edit the page yourself? Yeah; damn Lisborne earthquake. And a message to fellow contributers of the article; certain fucks have ostracized me from wikipedia. Thought I'd let you know. -va???e? @ ,11,0
2.6.2021,13:39:29,128,83,Some of this seems a bit POV; especially the paragraph that begins; In March 1990... The person who wrote this is obviously trying to be even handed; but on delicate matters like this; it would probably be better to cite conflicting view from responsible sources. ,12,0
23.4.2022,20:01:02,17,78,GamesBids  um; how do you get the idea tha5t you are only one who can speak for that whole community? step off kiwi bitch.,11,0
2.11.2020,21:52:06,54,93,I have created an article for Live free or die the delightfully quirky state motto of New Hampshire. The question is Should the title have quotation marks in it? I didn't put them in because it seemed weird; but since the title refers to the words as words rather than their meaning; maybe they should be there. I can't find other article titles that are phrases to act as guidelines; although that's probably just due to lack of imagination on my part. Any thoughts? 15 04 27 May 2003 (UTC) It won't be an issue like that. You can't have double quotes in article titles. You can have single quotes in a title; but I wouldn't recommend it for this case; just the bare words. Furthermore; I would suggest having the actual article at State motto of New Hampshire; New Hampshire (motto); State motto (New Hampshire); or something like that; and Live free or die as a redirect to that. Hmm; judging by the single blue link I now see above; it looks as though someone else has pre emptively disagreed with me; though.There is; it turns out; already a List of state mottos page. I linked to Live Free or die from there. I'm not enthusiastic about titling the article some variant of New Hampshire (motto); since nobody cares about state mottos as such in this case people are vastly more likely to have heard the phrase and want to find out about it; and IMHO the article title should reflect that approach. But I'm not wedded to the idea; since a search on the phrase would find the article either way 15 25 27 May 2003 (UTC) See Wikipedia talk Naming conventions (slogans); where some discussion/voting on the subject is under way. I recommend Live free or die; myself. ,12,0
4.11.2019,10:57:12,115,38,Sometimes all you need is three sentences to get a point accross; and for it to be constructive. But you have your head stuck too far up your ass trying to defend Thoth. Why dont you let him answer the question. Besides; this is the talk page; you don't have to be neutral. Also; why don't you get off your lazy ass and create a user name?  ,11,0
29.12.2019,6:55:10,188,22,Your Josef Stalin edits are absolutely retarded; Ben. Do something funny.,11,0
28.12.2022,19:45:58,87,143,We love you too. ,12,0
7.9.2022,15:35:57,110,161,Too many people belive that crap. ,11,0
20.7.2019,18:43:10,38,184,This article isn't copyvio. Notice the public domain source under the heading Sources . The majority of Civil War battle articles are from this one source. ,12,0
24.7.2019,3:40:22,181,78,King of Hearts is a faggot! =) That is all.,11,0
7.3.2020,11:23:17,174,44,has everyone that speaks Portuguese these personal pronouns are an hard task. thx Cataphract. ,12,0
6.10.2021,18:53:04,2,132,I'M A FUCKIN ARTIST OK? MY NEXT PIECE WILL BE A RAPE (OF YOUR FAMILY) ... ENJOY!,11,0
13.4.2021,23:20:08,164,50,Fuck you cunnywafts  :D,11,0
28.12.2020,8:22:12,88,15,Your Stupid Comments== POV is a point of view. Why is YOUR POV allowed and mine not? Are you being just another abusive admin? If so; go bite yourself in the arse!  ,11,0
18.4.2020,18:15:02,188,56,Don't talk to me troll. ,11,0
10.5.2019,15:45:11,40,52,My edits do conform to a neutral point of view; I am correcting entries that are not NPOV. For example saying there was opposition from many is a weasel remark as there was also 'support from many'. The article on Government positions on Iraq is NPOV but the reference to it is not; the reference to it should be either deleted; moved down to the section that specifically deals with support and opposition; or be changed as I have done on a number of occasions to indicate that there was support AS WELL AS opposition to the invasion. ,12,0
19.4.2022,18:09:21,158,101,you childish stupid idiot== Get a life animalfucker. ,11,0
10.8.2022,15:16:49,20,114,It overlaps in many ways and is sometimes also considered part of Central Asia. It is a Middle Eastern due to its relationship with Iran which goes back a long way. 9 July 2005 01 45 (UTC) ,12,0
7.11.2022,4:43:55,68,18,Let's talk about sex!  You know you want it...If you don't leave well enough alone. You're obsessed with my thingy.  ,11,0
20.7.2021,19:49:44,2,184,Perhaps they thought the soil was artificial turf? ,12,0
3.4.2019,19:05:38,172,171,Persoinal Attack?  If you think I made a personalk attack; then you have some serious issues. Maybe your just the gay guy that everyone picked on so you don't have thick skin. You can block me; iot happens almost daily; I MIGHT run out of ips soon; I only have about 400 left though.  I run an ISP mate; I own 14 net ranges; thats 250 ip addresses X 14. Why dont you just get your hand off your dick and actually look at the problem instead of being a pussy about it because I KNOW you dont want to have to fix your broken page every 5 seconds with an open proxy robot defacing it.,11,0
7.4.2022,15:27:48,146,53,You hinted at it here ,12,0
22.11.2021,6:53:55,123,143,Hi. Anniversaries are not events please don't add them to year pages. ,12,0
18.12.2019,2:28:57,198,86,You must be a complete moron. You have no authority to warn people. I just warned you; too. Big Whoop. Stop bugging people and get a life.,11,0
16.7.2020,22:37:07,181,194,Since the mathematical pi is the best known; surely it should be second on the list; under the letter? Is there some reason the movie gets π but the letter; number; and meson get pi ? Surely all four should just be wikified in a REAL LINK π form? (I don't know about chemists and pi bonds.) ,12,0
7.10.2022,22:26:29,197,64,What part of FUCK OFF don't you understand; youi mouth breathing pimply turd? While you'll never nag a hot chick; you can be king of shit mountain; it that it? I laugh at you. Leave me alone; nothing you say means anything.,11,0
10.4.2021,10:46:13,184,73,and its name has been copyright as a United States patent.,12,0
30.10.2019,22:43:42,116,178,Leaving aside the fact that it outrageous abuse from the likes of OneGuy and Ta bu shi da yu's that drove me to make personal attacks against these characters back when I first started editing Wikipedia; and leaving aside OneGuy's lies about why I stopped using the Pename account (i simply lost the password); the fact remains that WHATEVER PERSONAL ATTACKS I MIGHT HAVE MADE IN THE PAST DOES NOT MEAN THAT ONEGUY IS NOW FREE TO ENGAGE IN WHATEVER PERSONAL ATTACKS HE CAN CONJURE. AND NO MATTER HOW MANY OF HIS SYSOP FRIENDS TA BU SHI DA YU BRINGS AROUND HERE TO HELP HIM AND ONEGUY WITH THEIR GANGSTER-LIKE BEHAVIOUR AND ABUSE AGAINST ME; IT WILL NOT CHANGE THE FACT THAT PERSONAL ATTACKS ARE AGAINST WIKIPEDIA POLICY; AND THAT THIS POLICY APPLIES TO EVERYONE INCLUDING ONEGUY. Pename,11,0
